EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5, 83,0.0%, 5, 1, 3,  569247,14.05, 2.70, 5.00,0.413, 20000,18.45, 0.00, 0.00, 196, 196,   0
  1, 5, 78,0.5%, 5, 1, 3,  367587,12.88, 2.90, 2.00,0.452, 20000,28.56, 0.00, 0.00, 196, 173,  23
  1, 5, 94,1.0%, 5, 1, 3,  559242,15.98, 3.22, 4.00,0.418, 20000,18.78, 0.00, 0.00, 196, 158,  38
  1, 5, 81,1.5%, 5, 1, 3,  472019,13.57, 2.70, 4.00,0.420, 20000,22.24, 0.00, 0.00, 196, 136,  60
  1, 5, 89,2.0%, 5, 1, 3,  585809,15.35, 2.95, 5.00,0.407, 20000,17.92, 0.00, 0.00, 196, 117,  79
  1, 5, 73,2.5%, 5, 1, 3,  336723,11.80, 2.28, 1.00,0.452, 20000,31.18, 0.00, 0.00, 196,  93, 103
  1, 5, 56,3.0%, 5, 1, 3,  248413, 9.12, 1.95, 1.00,0.442, 20000,42.27, 0.00, 0.00, 196,  80, 116
  1, 5, 57,3.5%, 5, 1, 3,  226625, 9.48, 1.95, 0.00,0.478, 20000,46.33, 0.00, 0.00, 196,  70, 126
  1, 5, 59,4.0%, 5, 1, 3,  233795, 9.65, 1.92, 1.00,0.479, 20000,44.91, 0.00, 0.00, 196,  61, 135
  1, 5, 57,4.5%, 5, 1, 3,  959888,11.00, 1.83, 0.00,0.518, 20000,10.94, 0.00, 0.00, 196,  51, 145
  1, 5, 64,5.0%, 5, 1, 3,  278745,11.15, 2.15, 1.00,0.543, 20000,37.67, 0.00, 0.00, 196,  13, 183
  1, 5, 73,5.5%, 5, 1, 3, 1180501,14.65, 2.50, 0.00,0.503, 20000, 8.89, 0.00, 0.00, 196,   2, 194
  1, 5, 73,6.0%, 5, 1, 3,  434477,13.25, 2.67, 2.00,0.469, 20000,24.17, 0.00, 0.00, 196, -46, 242
  1, 5, 73,6.5%, 5, 1, 3, 1066341,14.30, 2.70, 1.00,0.452, 20000, 9.85, 0.00, 0.00, 196, -63, 259
  1, 5, 58,7.0%, 5, 1, 3,  220786,10.18, 2.08, 0.00,0.547, 20000,47.56, 0.00, 0.00, 196,-106, 302
  1, 5, 55,7.5%, 5, 1, 3,  218722, 9.77, 2.03, 0.00,0.555, 20000,48.01, 0.00, 0.00, 196,-115, 311
  1, 5, 64,8.0%, 5, 1, 3, 1200695,13.93, 2.47, 0.00,0.531, 20000, 8.74, 0.00, 0.00, 196,-123, 319
  1, 5, 66,8.5%, 5, 1, 3,  330448,12.02, 2.33, 0.00,0.534, 20000,31.78, 0.00, 0.00, 196,-171, 367
  1, 5, 80,9.0%, 5, 1, 3, 1204470,15.80, 2.47, 2.00,0.469, 20000, 8.72, 0.00, 0.00, 196,-185, 381
  1, 5, 66,9.5%, 5, 1, 3,  359323,11.82, 2.35, 0.00,0.473, 20000,29.22, 0.00, 0.00, 196,-233, 429
  1, 5, 79,10.0%, 5, 1, 3, 1124951,15.93, 2.92, 0.00,0.449, 20000, 9.33, 0.00, 0.00, 196,-247, 443
  1, 5, 57,10.5%, 5, 1, 3,  318190,10.75, 2.10, 0.00,0.504, 20000,33.00, 0.00, 0.00, 196,-292, 488
  1, 5, 73,11.0%, 5, 1, 3, 1005826,14.23, 2.45, 0.00,0.466, 20000,10.44, 0.00, 0.00, 196,-305, 501
  1, 5, 59,11.5%, 5, 1, 3,  278488,10.80, 2.15, 0.00,0.542, 20000,37.70, 0.00, 0.00, 196,-345, 541
  1, 5, 62,12.0%, 5, 1, 3,  326260,11.70, 2.50, 0.00,0.512, 20000,32.18, 0.00, 0.00, 196,-357, 553
  1, 5, 57,12.5%, 5, 1, 3, 1054498,12.30, 2.12, 0.00,0.548, 20000, 9.96, 0.00, 0.00, 196,-370, 566
