EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5, 54,23.0%, 5, 1, 3,  287543,10.85, 2.30, 0.00,0.597, 20000,36.52, 0.00, 0.00, 184,-336, 520
  1, 5, 69,23.5%, 5, 1, 3,  961312,14.93, 2.83, 0.00,0.576, 20000,10.92, 0.00, 0.00, 184,-348, 532
  1, 5, 65,24.0%, 5, 1, 3,  428176,13.15, 2.92, 0.00,0.585, 20000,24.52, 0.00, 0.00, 184,-386, 570
  1, 5, 60,24.5%, 5, 1, 3,  833730,12.55, 2.45, 0.00,0.550, 20000,12.59, 0.00, 0.00, 184,-403, 587
  1, 5, 56,25.0%, 5, 1, 3,  313760,11.07, 2.75, 0.00,0.580, 20000,33.47, 0.00, 0.00, 184,-437, 621
  1, 5, 61,25.5%, 5, 1, 3,  420868,12.57, 2.75, 0.00,0.545, 20000,24.95, 0.00, 0.00, 184,-449, 633
  1, 5, 66,26.0%, 5, 1, 3,  912679,14.32, 2.80, 0.00,0.580, 20000,11.50, 0.00, 0.00, 184,-466, 650
  1, 5, 60,26.5%, 5, 1, 3,  337835,11.93, 2.58, 0.00,0.583, 20000,31.08, 0.00, 0.00, 184,-503, 687
  1, 5, 71,27.0%, 5, 1, 3, 1040257,15.77, 2.97, 1.00,0.556, 20000,10.09, 0.00, 0.00, 184,-516, 700
  1, 5, 63,27.5%, 5, 1, 3,  384376,13.12, 2.85, 0.00,0.575, 20000,27.32, 0.00, 0.00, 184,-558, 742
  1, 5, 73,28.0%, 5, 1, 3,  522884,15.38, 3.00, 1.00,0.541, 20000,20.08, 0.00, 0.00, 184,-573, 757
  1, 5, 69,28.5%, 5, 1, 3,  790298,14.60, 2.83, 1.00,0.540, 20000,13.29, 0.00, 0.00, 184,-594, 778
  1, 5, 57,29.0%, 5, 1, 3,  306498,11.43, 2.30, 0.00,0.588, 20000,34.26, 0.00, 0.00, 184,-626, 810
  1, 5, 67,29.5%, 5, 1, 3,  892998,14.85, 2.97, 1.00,0.534, 20000,11.76, 0.00, 0.00, 184,-638, 822
  1, 5, 78,30.0%, 5, 1, 3,  614849,16.48, 3.53, 1.00,0.548, 20000,17.08, 0.00, 0.00, 184,-674, 858
  1, 5, 69,30.5%, 5, 1, 3,  436424,13.68, 2.92, 0.00,0.547, 20000,24.06, 0.00, 0.00, 184,-699, 883
