EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5, 43,0.0%, 5, 1, 3,   97840, 6.43, 1.33, 0.00,0.483, 20000,107.32, 0.00, 0.00,  46,  46,   0
  1, 5, 48,0.5%, 5, 1, 3,   32647, 7.22, 1.48, 0.00,0.578, 20000,321.62, 0.00, 0.00,  46,  42,   4
  1, 5, 56,1.0%, 5, 1, 3,   87178, 8.98, 1.83, 0.00,0.621, 20000,120.44, 0.00, 0.00,  46,  40,   6
  1, 5, 58,1.5%, 5, 1, 3,   86116, 9.23, 1.90, 0.00,0.616, 20000,121.93, 0.00, 0.00,  46,  37,   9
  1, 5, 57,2.0%, 5, 1, 3,   97998, 9.50, 2.05, 0.00,0.645, 20000,107.15, 0.00, 0.00,  46,  33,  13
  1, 5, 58,2.5%, 5, 1, 3,  113180, 9.93, 2.05, 0.00,0.659, 20000,92.77, 0.00, 0.00,  46,  29,  17
  1, 5, 56,3.0%, 5, 1, 3,   76927, 9.25, 1.92, 0.00,0.661, 20000,136.49, 0.00, 0.00,  46,  25,  21
  1, 5, 56,3.5%, 5, 1, 3,   97036, 9.35, 1.95, 0.00,0.647, 20000,108.21, 0.00, 0.00,  46,  22,  24
  1, 5, 55,4.0%, 5, 1, 3,  115665, 9.32, 1.95, 0.00,0.627, 20000,90.78, 0.00, 0.00,  46,  18,  28
  1, 5, 53,4.5%, 5, 1, 3,  125887, 9.05, 1.90, 0.00,0.613, 20000,83.41, 0.00, 0.00,  46,  13,  33
  1, 5, 50,5.0%, 5, 1, 3,  123135, 8.57, 1.70, 0.00,0.610, 20000,85.27, 0.00, 0.00,  46,   8,  38
  1, 5, 51,5.5%, 5, 1, 3,  146852, 9.05, 1.92, 0.00,0.603, 20000,71.50, 0.00, 0.00,  46,   3,  43
  1, 5, 55,6.0%, 5, 1, 3,  191366,10.07, 2.03, 0.00,0.641, 20000,54.87, 0.00, 0.00,  46,  -3,  49
  1, 5, 55,6.5%, 5, 1, 3,  167591, 9.52, 1.88, 0.00,0.623, 20000,62.65, 0.00, 0.00,  46, -11,  57
  1, 5, 59,7.0%, 5, 1, 3,  177734,10.10, 2.17, 0.00,0.614, 20000,59.08, 0.00, 0.00,  46, -17,  63
  1, 5, 58,7.5%, 5, 1, 3,  202015,10.25, 2.25, 0.00,0.612, 20000,51.98, 0.00, 0.00,  46, -25,  71
  1, 5, 63,8.0%, 5, 1, 3,  238728,11.43, 2.47, 0.00,0.607, 20000,43.98, 0.00, 0.00,  46, -33,  79
  1, 5, 65,8.5%, 5, 1, 3,  282237,11.52, 2.55, 0.00,0.600, 20000,37.20, 0.00, 0.00,  46, -42,  88
  1, 5, 67,9.0%, 5, 1, 3,  929484,13.75, 2.78, 0.00,0.601, 20000,11.30, 0.00, 0.00,  46, -54, 100
  1, 5, 62,9.5%, 5, 1, 3,  249865,11.98, 2.53, 0.00,0.645, 20000,42.02, 0.00, 0.00,  46, -91, 137
  1, 5, 61,10.0%, 5, 1, 3,  218539,11.05, 2.25, 0.00,0.623, 20000,48.05, 0.00, 0.00,  46,-101, 147
  1, 5, 58,10.5%, 5, 1, 3, 1041695,12.07, 2.08, 0.00,0.591, 20000,10.08, 0.00, 0.00,  46,-110, 156
  1, 5, 56,11.0%, 5, 1, 3,  208905, 9.80, 1.90, 0.00,0.571, 20000,50.26, 0.00, 0.00,  46,-151, 197
  1, 5, 58,11.5%, 5, 1, 3,  300154,11.12, 2.15, 0.00,0.616, 20000,34.98, 0.00, 0.00,  46,-160, 206
  1, 5, 60,12.0%, 5, 1, 3,  298229,11.30, 2.35, 0.00,0.621, 20000,35.21, 0.00, 0.00,  46,-172, 218
  1, 5, 58,12.5%, 5, 1, 3,  249980,11.12, 2.35, 0.00,0.659, 20000,42.00, 0.00, 0.00,  46,-184, 230
  1, 5, 64,13.0%, 5, 1, 3,  271218,11.88, 2.45, 0.00,0.629, 20000,38.71, 0.00, 0.00,  46,-194, 240
  1, 5, 57,13.5%, 5, 1, 3,  257854,10.93, 2.25, 0.00,0.618, 20000,40.72, 0.00, 0.00,  46,-205, 251
  1, 5, 59,14.0%, 5, 1, 3,  245986,11.25, 2.40, 0.00,0.644, 20000,42.69, 0.00, 0.00,  46,-215, 261
  1, 5, 59,14.5%, 5, 1, 3,  246827,10.93, 2.55, 0.00,0.597, 20000,42.54, 0.00, 0.00,  46,-225, 271
  1, 5, 59,15.0%, 5, 1, 3,  231647,10.73, 2.30, 0.00,0.597, 20000,45.33, 0.00, 0.00,  46,-235, 281
  1, 5, 52,15.5%, 5, 1, 3,  159960, 9.60, 1.95, 0.00,0.596, 20000,65.64, 0.00, 0.00,  46,-244, 290
  1, 5, 56,16.0%, 5, 1, 3,  245532,10.45, 2.22, 1.00,0.554, 20000,42.76, 0.00, 0.00,  46,-251, 297
  1, 5, 54,16.5%, 5, 1, 3,  207554,10.07, 2.25, 0.00,0.588, 20000,50.59, 0.00, 0.00,  46,-261, 307
  1, 5, 60,17.0%, 5, 1, 3,  184437,11.02, 2.30, 0.00,0.613, 20000,56.93, 0.00, 0.00,  46,-269, 315
  1, 5, 57,17.5%, 5, 1, 3,  192168,11.00, 2.38, 0.00,0.640, 20000,54.64, 0.00, 0.00,  46,-276, 322
  1, 5, 63,18.0%, 5, 1, 3,  316995,12.40, 2.78, 0.00,0.631, 20000,33.12, 0.00, 0.00,  46,-284, 330
