EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5, 60,18.5%, 5, 1, 3,  995336,13.73, 2.67, 0.00,0.587, 20000,10.55, 0.00, 0.00,  46,-297, 343
  1, 5, 58,19.0%, 5, 1, 3,  255112,11.02, 2.60, 0.00,0.560, 20000,41.16, 0.00, 0.00,  46,-337, 383
  1, 5, 67,19.5%, 5, 1, 3,  326783,12.90, 2.60, 0.00,0.608, 20000,32.13, 0.00, 0.00,  46,-347, 393
  1, 5, 62,20.0%, 5, 1, 3,  973364,13.43, 2.40, 0.00,0.601, 20000,10.79, 0.00, 0.00,  46,-360, 406
  1, 5, 57,20.5%, 5, 1, 3,  283952,11.18, 2.33, 0.00,0.605, 20000,36.98, 0.00, 0.00,  46,-399, 445
  1, 5, 63,21.0%, 5, 1, 3, 1061731,13.80, 2.67, 0.00,0.579, 20000, 9.89, 0.00, 0.00,  46,-411, 457
  1, 5, 51,21.5%, 5, 1, 3,  194252, 9.35, 1.90, 0.00,0.578, 20000,54.05, 0.00, 0.00,  46,-453, 499
  1, 5, 54,22.0%, 5, 1, 3,  254822,10.43, 2.28, 0.00,0.597, 20000,41.21, 0.00, 0.00,  46,-461, 507
  1, 5, 57,22.5%, 5, 1, 3, 1012842,12.12, 2.17, 0.00,0.561, 20000,10.37, 0.00, 0.00,  46,-471, 517
  1, 5, 56,23.0%, 5, 1, 3,  247752,11.07, 2.45, 0.00,0.612, 20000,42.38, 0.00, 0.00,  46,-512, 558
  1, 5, 59,23.5%, 5, 1, 3,  349576,11.62, 2.72, 0.00,0.589, 20000,30.04, 0.00, 0.00,  46,-522, 568
  1, 5, 59,24.0%, 5, 1, 3,  937803,12.43, 2.15, 0.00,0.525, 20000,11.20, 0.00, 0.00,  46,-536, 582
  1, 5, 57,24.5%, 5, 1, 3,  301867,11.38, 2.47, 0.00,0.623, 20000,34.78, 0.00, 0.00,  46,-573, 619
  1, 5, 59,25.0%, 5, 1, 3,  326515,11.50, 2.25, 1.00,0.576, 20000,32.16, 0.00, 0.00,  46,-585, 631
  1, 5, 61,25.5%, 5, 1, 3, 1119940,13.85, 2.58, 0.00,0.545, 20000, 9.38, 0.00, 0.00,  46,-598, 644
  1, 5, 59,26.0%, 5, 1, 3,  378335,12.12, 2.60, 0.00,0.551, 20000,27.75, 0.00, 0.00,  46,-643, 689
  1, 5, 66,26.5%, 5, 1, 3,  888099,14.27, 2.95, 0.00,0.564, 20000,11.82, 0.00, 0.00,  46,-658, 704
  1, 5, 59,27.0%, 5, 1, 3,  315019,11.80, 2.53, 0.00,0.559, 20000,33.33, 0.00, 0.00,  46,-694, 740
  1, 5, 67,27.5%, 5, 1, 3,  462530,13.82, 3.28, 0.00,0.567, 20000,22.70, 0.00, 0.00,  46,-707, 753
  1, 5, 67,28.0%, 5, 1, 3,  866221,14.50, 2.78, 1.00,0.530, 20000,12.12, 0.00, 0.00,  46,-725, 771
  1, 5, 65,28.5%, 5, 1, 3,  503618,14.27, 3.25, 0.00,0.577, 20000,20.85, 0.00, 0.00,  46,-760, 806
  1, 5, 69,29.0%, 5, 1, 3,  828278,14.90, 3.22, 0.00,0.529, 20000,12.68, 0.00, 0.00,  46,-780, 826
  1, 5, 62,29.5%, 5, 1, 3,  496664,13.82, 3.30, 0.00,0.585, 20000,21.14, 0.00, 0.00,  46,-813, 859
  1, 5, 61,30.0%, 5, 1, 3,  408010,12.10, 2.90, 1.00,0.541, 20000,25.73, 0.00, 0.00,  46,-833, 879
