EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5,181,0.0%, 5, 1, 2, 1841002,33.58, 5.65,30.00,0.290, 20000, 5.70, 0.00, 0.00,   5,   5,   0
  1, 5,163,0.5%, 5, 1, 2, 1412914,29.58, 5.07,19.00,0.336, 20000, 7.43, 0.00, 0.00,   5, -69,  74
  1, 5,139,1.0%, 5, 1, 2, 1142159,24.95, 4.50,13.00,0.342, 20000, 9.19, 0.00, 0.00,   5,-125, 130
  1, 5,128,1.5%, 5, 1, 2, 1064878,22.90, 4.18,14.00,0.326, 20000, 9.86, 0.00, 0.00,   5,-171, 176
  1, 5,133,2.0%, 5, 1, 2, 1281693,24.35, 4.47,11.00,0.335, 20000, 8.19, 0.00, 0.00,   5,-214, 219
  1, 5,127,2.5%, 5, 1, 2, 1226187,22.77, 4.03, 6.00,0.366, 20000, 8.56, 0.00, 0.00,   5,-265, 270
  1, 5, 97,3.0%, 5, 1, 2,  834391,17.10, 3.03, 4.00,0.387, 20000,12.58, 0.00, 0.00,   5,-314, 319
  1, 5,115,3.5%, 5, 1, 2,  862846,20.60, 3.60, 7.00,0.372, 20000,12.17, 0.00, 0.00,   5,-348, 353
  1, 5,109,4.0%, 5, 1, 2,  884545,20.75, 3.67, 9.00,0.372, 20000,11.87, 0.00, 0.00,   5,-382, 387
  1, 5, 89,4.5%, 5, 1, 2,  577315,15.68, 3.12, 1.00,0.424, 20000,18.19, 0.00, 0.00,   5,-418, 423
  1, 5, 97,5.0%, 5, 1, 2,  947655,18.25, 3.35, 4.00,0.381, 20000,11.08, 0.00, 0.00,   5,-441, 446
  1, 5,100,5.5%, 5, 1, 2,  756289,18.08, 3.20, 2.00,0.390, 20000,13.88, 0.00, 0.00,   5,-479, 484
  1, 5,101,6.0%, 5, 1, 2, 1149850,19.27, 3.30, 4.00,0.396, 20000, 9.13, 0.00, 0.00,   5,-509, 514
  1, 5, 77,6.5%, 5, 1, 2,  935489,14.62, 2.47, 0.00,0.448, 20000,11.22, 0.00, 0.00,   5,-555, 560
  1, 5, 80,7.0%, 5, 1, 2,  528007,14.77, 2.90, 1.00,0.434, 20000,19.89, 0.00, 0.00,   5,-592, 597
  1, 5, 84,7.5%, 5, 1, 2, 1095733,16.88, 3.00, 0.00,0.461, 20000, 9.58, 0.00, 0.00,   5,-614, 619
  1, 5, 71,8.0%, 5, 1, 2,  495546,13.55, 2.62, 2.00,0.451, 20000,21.19, 0.00, 0.00,   5,-657, 662
  1, 5, 84,8.5%, 5, 1, 2, 1138963,17.33, 3.17, 2.00,0.446, 20000, 9.22, 0.00, 0.00,   5,-677, 682
  1, 5, 73,9.0%, 5, 1, 2,  446915,13.30, 2.45, 0.00,0.442, 20000,23.49, 0.00, 0.00,   5,-723, 728
  1, 5, 89,9.5%, 5, 1, 2,  565314,16.40, 3.22, 1.00,0.419, 20000,18.57, 0.00, 0.00,   5,-741, 746
  1, 5, 79,10.0%, 5, 1, 2,  511921,14.73, 2.90, 1.00,0.456, 20000,20.51, 0.00, 0.00,   5,-764, 769
  1, 5, 76,10.5%, 5, 1, 2,  475698,14.10, 2.70, 1.00,0.454, 20000,22.07, 0.00, 0.00,   5,-784, 789
  1, 5, 71,11.0%, 5, 1, 2,  434476,13.38, 2.50, 0.00,0.489, 20000,24.17, 0.00, 0.00,   5,-803, 808
  1, 5, 73,11.5%, 5, 1, 2,  465841,13.88, 2.47, 0.00,0.466, 20000,22.54, 0.00, 0.00,   5,-821, 826
  1, 5, 69,12.0%, 5, 1, 2,  436735,13.07, 2.50, 0.00,0.475, 20000,24.04, 0.00, 0.00,   5,-839, 844
  1, 5, 64,12.5%, 5, 1, 2,  419594,12.40, 2.38, 0.00,0.480, 20000,25.02, 0.00, 0.00,   5,-857, 862
  1, 5, 64,13.0%, 5, 1, 2,  764765,13.32, 2.42, 1.00,0.477, 20000,13.73, 0.00, 0.00,   5,-874, 879
  1, 5, 46,13.5%, 5, 1, 2,  230842, 9.02, 1.85, 0.00,0.533, 20000,45.49, 0.00, 0.00,   5,-904, 909
