EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5, 92,0.0%, 5, 1, 3,  708221,15.75, 3.12, 9.00,0.372, 20000,14.83, 0.00, 0.00, 197, 196,   1
  1, 5,104,0.5%, 5, 1, 3,  696117,17.60, 3.50, 8.00,0.375, 20000,15.08, 0.00, 0.00, 197, 168,  29
  1, 5, 84,1.0%, 5, 1, 3,  473113,14.10, 2.88, 4.00,0.411, 20000,22.19, 0.00, 0.00, 197, 140,  57
  1, 5, 92,1.5%, 5, 1, 3,  556910,15.73, 2.97, 4.00,0.427, 20000,18.85, 0.00, 0.00, 197, 121,  76
  1, 5, 88,2.0%, 5, 1, 3,  557069,15.35, 3.05, 4.00,0.443, 20000,18.85, 0.00, 0.00, 197,  99,  98
  1, 5, 88,2.5%, 5, 1, 3,  528797,15.02, 2.90, 3.00,0.420, 20000,19.86, 0.00, 0.00, 197,  77, 120
  1, 5, 84,3.0%, 5, 1, 3,  537780,14.43, 2.90, 4.00,0.393, 20000,19.52, 0.00, 0.00, 197,  55, 142
  1, 5, 81,3.5%, 5, 1, 3,  515072,14.12, 2.88, 4.00,0.386, 20000,20.39, 0.00, 0.00, 197,  34, 163
  1, 5, 88,4.0%, 5, 1, 3,  584080,15.88, 3.22, 4.00,0.412, 20000,17.98, 0.00, 0.00, 197,  13, 184
  1, 5, 94,4.5%, 5, 1, 3,  618694,16.90, 3.35, 2.00,0.404, 20000,16.97, 0.00, 0.00, 197, -10, 207
  1, 5, 89,5.0%, 5, 1, 3,  527682,15.43, 3.03, 1.00,0.410, 20000,19.90, 0.00, 0.00, 197, -35, 232
  1, 5, 95,5.5%, 5, 1, 3,  930124,17.35, 3.28, 2.00,0.429, 20000,11.29, 0.00, 0.00, 197, -56, 253
  1, 5, 98,6.0%, 5, 1, 3,  690315,18.35, 3.58, 3.00,0.426, 20000,15.21, 0.00, 0.00, 197, -94, 291
  1, 5, 68,6.5%, 5, 1, 3,  427002,12.32, 2.75, 1.00,0.438, 20000,24.59, 0.00, 0.00, 197,-121, 318
  1, 5, 63,7.0%, 5, 1, 3,  417969,11.88, 2.33, 2.00,0.468, 20000,25.12, 0.00, 0.00, 197,-138, 335
  1, 5, 51,7.5%, 5, 1, 3,  238227, 9.30, 1.83, 0.00,0.529, 20000,44.08, 0.00, 0.00, 197,-155, 352
  1, 5, 51,8.0%, 5, 1, 3,  221740, 9.25, 1.80, 0.00,0.510, 20000,47.35, 0.00, 0.00, 197,-165, 362
  1, 5, 56,8.5%, 5, 1, 3,  327853,10.73, 2.03, 0.00,0.491, 20000,32.03, 0.00, 0.00, 197,-174, 371
  1, 5, 71,9.0%, 5, 1, 3,  417283,13.73, 2.72, 1.00,0.472, 20000,25.16, 0.00, 0.00, 197,-187, 384
