EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5,199,0.0%, 5, 1, 1, 2170732,39.67, 6.40,40.00,0.405, 20000, 4.84, 0.00, 0.00, 136, 135,   1
  1, 5,180,0.5%, 5, 1, 1, 1752402,34.72, 5.38,30.00,0.415, 20000, 5.99, 0.00, 0.00, 136,  48,  88
  1, 5,157,1.0%, 5, 1, 1, 1459499,30.25, 4.95,20.00,0.430, 20000, 7.19, 0.00, 0.00, 136, -22, 158
  1, 5,128,1.5%, 5, 1, 1, 1174789,24.67, 4.05,17.00,0.469, 20000, 8.94, 0.00, 0.00, 136, -80, 216
  1, 5,131,2.0%, 5, 1, 1, 1263438,25.35, 4.07,21.00,0.456, 20000, 8.31, 0.00, 0.00, 136,-127, 263
  1, 5,129,2.5%, 5, 1, 1, 1268885,25.00, 4.03,23.00,0.432, 20000, 8.27, 0.00, 0.00, 136,-178, 314
  1, 5,129,3.0%, 5, 1, 1, 1238314,25.40, 3.88,17.00,0.492, 20000, 8.48, 0.00, 0.00, 136,-229, 365
  1, 5,115,3.5%, 5, 1, 1, 1093623,22.80, 3.65,18.00,0.480, 20000, 9.60, 0.00, 0.00, 136,-278, 414
  1, 5,115,4.0%, 5, 1, 1, 1074958,22.17, 3.50,18.00,0.465, 20000, 9.77, 0.00, 0.00, 136,-322, 458
  1, 5,125,4.5%, 5, 1, 1, 1149878,24.35, 3.83,16.00,0.466, 20000, 9.13, 0.00, 0.00, 136,-365, 501
  1, 5,126,5.0%, 5, 1, 1, 1224899,25.25, 4.15,18.00,0.478, 20000, 8.57, 0.00, 0.00, 136,-411, 547
  1, 5,120,5.5%, 5, 1, 1, 1156360,24.10, 3.90,17.00,0.504, 20000, 9.08, 0.00, 0.00, 136,-460, 596
  1, 5,113,6.0%, 5, 1, 1, 1055056,22.38, 3.62,18.00,0.469, 20000, 9.95, 0.00, 0.00, 136,-506, 642
  1, 5, 97,6.5%, 5, 1, 1,  872227,19.33, 3.20,11.00,0.500, 20000,12.04, 0.00, 0.00, 136,-549, 685
  1, 5, 94,7.0%, 5, 1, 1,  841668,18.62, 3.20,10.00,0.497, 20000,12.48, 0.00, 0.00, 136,-584, 720
  1, 5, 98,7.5%, 5, 1, 1,  884597,19.10, 3.35,11.00,0.474, 20000,11.87, 0.00, 0.00, 136,-617, 753
  1, 5, 98,8.0%, 5, 1, 1,  905100,19.58, 3.12,13.00,0.490, 20000,11.60, 0.00, 0.00, 136,-653, 789
  1, 5, 83,8.5%, 5, 1, 1,  737552,16.83, 2.95, 8.00,0.497, 20000,14.24, 0.00, 0.00, 136,-689, 825
  1, 5, 96,9.0%, 5, 1, 1, 1098521,20.33, 3.45, 9.00,0.531, 20000, 9.56, 0.00, 0.00, 136,-719, 855
