EDEC,N,iteration,Loss,sprd,fm,bvn,ttc,m,dm,fail,rrate,pl,ratio,dd,ad,w,t,c
  1, 5,105,0.0%, 5, 1, 2,  675079,18.25, 3.47, 3.00,0.526, 20000,15.55, 0.00, 0.00, 173, 173,   0
  1, 5, 99,0.5%, 5, 1, 2,  522947,17.12, 3.38, 1.00,0.551, 20000,20.08, 0.00, 0.00, 173, 146,  27
  1, 5, 88,1.0%, 5, 1, 2,  404734,15.02, 3.05, 0.00,0.562, 20000,25.94, 0.00, 0.00, 173, 125,  48
  1, 5, 78,1.5%, 5, 1, 2,  334708,13.32, 2.85, 0.00,0.561, 20000,31.37, 0.00, 0.00, 173, 109,  64
  1, 5, 69,2.0%, 5, 1, 2,  256372,11.20, 2.35, 0.00,0.543, 20000,40.96, 0.00, 0.00, 173,  96,  77
  1, 5, 71,2.5%, 5, 1, 2,  323216,11.93, 2.33, 1.00,0.560, 20000,32.49, 0.00, 0.00, 173,  85,  88
  1, 5, 69,3.0%, 5, 1, 2,  271458,11.50, 2.30, 0.00,0.569, 20000,38.68, 0.00, 0.00, 173,  72, 101
  1, 5, 62,3.5%, 5, 1, 2,  259837,10.55, 2.08, 0.00,0.577, 20000,40.41, 0.00, 0.00, 173,  61, 112
  1, 5, 73,4.0%, 5, 1, 2,  353732,12.38, 2.40, 1.00,0.548, 20000,29.68, 0.00, 0.00, 173,  51, 122
  1, 5, 80,4.5%, 5, 1, 2,  406047,13.57, 2.42, 2.00,0.531, 20000,25.86, 0.00, 0.00, 173,  37, 136
  1, 5, 66,5.0%, 5, 1, 2,  283523,11.65, 2.15, 0.00,0.610, 20000,37.03, 0.00, 0.00, 173,  20, 153
  1, 5, 72,5.5%, 5, 1, 2,  335668,13.15, 2.47, 0.00,0.622, 20000,31.28, 0.00, 0.00, 173,   9, 164
  1, 5, 76,6.0%, 5, 1, 2,  363460,13.32, 2.78, 0.00,0.569, 20000,28.89, 0.00, 0.00, 173,  -4, 177
  1, 5, 69,6.5%, 5, 1, 2,  317157,12.40, 2.42, 0.00,0.612, 20000,33.11, 0.00, 0.00, 173, -19, 192
  1, 5, 71,7.0%, 5, 1, 2,  316286,12.30, 2.45, 0.00,0.577, 20000,33.20, 0.00, 0.00, 173, -32, 205
  1, 5, 73,7.5%, 5, 1, 2,  371565,13.15, 2.75, 0.00,0.565, 20000,28.26, 0.00, 0.00, 173, -45, 218
  1, 5, 81,8.0%, 5, 1, 2,  423117,14.93, 2.75, 0.00,0.583, 20000,24.82, 0.00, 0.00, 173, -59, 232
  1, 5, 78,8.5%, 5, 1, 2,  478410,15.27, 2.78, 0.00,0.612, 20000,21.95, 0.00, 0.00, 173, -76, 249
  1, 5, 69,9.0%, 5, 1, 2,  349171,12.98, 2.25, 0.00,0.620, 20000,30.07, 0.00, 0.00, 173, -96, 269
  1, 5, 76,9.5%, 5, 1, 2,  464553,14.90, 2.85, 2.00,0.579, 20000,22.60, 0.00, 0.00, 173,-110, 283
  1, 5, 65,10.0%, 5, 1, 2,  328953,12.68, 2.47, 0.00,0.608, 20000,31.92, 0.00, 0.00, 173,-128, 301
  1, 5, 63,10.5%, 5, 1, 2,  778592,12.98, 2.53, 0.00,0.595, 20000,13.49, 0.00, 0.00, 173,-141, 314
  1, 5, 74,11.0%, 5, 1, 2,  450358,15.18, 3.00, 0.00,0.639, 20000,23.31, 0.00, 0.00, 173,-173, 346
  1, 5, 64,11.5%, 5, 1, 2,  912198,13.40, 2.50, 0.00,0.598, 20000,11.51, 0.00, 0.00, 173,-191, 364
  1, 5, 83,12.0%, 5, 1, 2,  462194,16.52, 3.17, 0.00,0.645, 20000,22.72, 0.00, 0.00, 173,-227, 400
  1, 5, 89,12.5%, 5, 1, 2, 1141809,20.00, 3.47, 2.00,0.618, 20000, 9.20, 0.00, 0.00, 173,-246, 419
  1, 5, 70,13.0%, 5, 1, 2,  437663,14.00, 2.90, 0.00,0.589, 20000,23.99, 0.00, 0.00, 173,-292, 465
  1, 5, 73,13.5%, 5, 1, 2,  989116,16.17, 3.03, 0.00,0.603, 20000,10.62, 0.00, 0.00, 173,-309, 482
  1, 5, 70,14.0%, 5, 1, 2,  450210,13.95, 2.97, 0.00,0.568, 20000,23.32, 0.00, 0.00, 173,-349, 522
  1, 5, 66,14.5%, 5, 1, 2,  936625,13.73, 2.42, 1.00,0.572, 20000,11.21, 0.00, 0.00, 173,-367, 540
  1, 5, 69,15.0%, 5, 1, 2,  404290,13.77, 2.67, 0.00,0.641, 20000,25.97, 0.00, 0.00, 173,-404, 577
  1, 5, 83,15.5%, 5, 1, 2, 1078766,18.17, 3.22, 0.00,0.630, 20000, 9.73, 0.00, 0.00, 173,-420, 593
  1, 5, 75,16.0%, 5, 1, 2,  530201,15.68, 3.25, 1.00,0.600, 20000,19.80, 0.00, 0.00, 173,-464, 637
  1, 5, 81,16.5%, 5, 1, 2,  632672,16.17, 3.20, 1.00,0.577, 20000,16.60, 0.00, 0.00, 173,-485, 658
  1, 5, 88,17.0%, 5, 1, 2,  674477,18.42, 3.33, 1.00,0.605, 20000,15.57, 0.00, 0.00, 173,-510, 683
  1, 5, 70,17.5%, 5, 1, 2,  472140,14.77, 2.95, 1.00,0.636, 20000,22.24, 0.00, 0.00, 173,-537, 710
  1, 5, 66,18.0%, 5, 1, 2,  450110,13.73, 2.67, 0.00,0.610, 20000,23.33, 0.00, 0.00, 173,-556, 729
  1, 5, 55,18.5%, 5, 1, 2,  295054,11.25, 2.42, 0.00,0.645, 20000,35.59, 0.00, 0.00, 173,-574, 747
  1, 5, 69,19.0%, 5, 1, 2,  451114,14.68, 2.88, 0.00,0.656, 20000,23.28, 0.00, 0.00, 173,-586, 759
  1, 5, 70,19.5%, 5, 1, 2,  537092,15.18, 2.97, 2.00,0.650, 20000,19.55, 0.00, 0.00, 173,-604, 777
  1, 5, 72,20.0%, 5, 1, 2,  738230,16.05, 2.97, 1.00,0.625, 20000,14.22, 0.00, 0.00, 173,-626, 799
  1, 5, 67,20.5%, 5, 1, 2,  500174,14.68, 2.95, 1.00,0.616, 20000,20.99, 0.00, 0.00, 173,-655, 828
  1, 5, 82,21.0%, 5, 1, 2,  942466,18.08, 3.28, 1.00,0.570, 20000,11.14, 0.00, 0.00, 173,-675, 848
  1, 5, 66,21.5%, 5, 1, 2,  446686,13.60, 2.80, 0.00,0.591, 20000,23.51, 0.00, 0.00, 173,-713, 886
